contract_id,report_date,score
3029,2023-07-30,0.002589643
4350,2023-07-30,0.0026592016
1095,2023-07-30,0.0016902089
2634,2023-07-30,0.0003825426
6535,2023-07-30,0.0018086433
6302,2023-07-30,0.006162524
6812,2023-07-30,0.008495092
162,2023-07-30,0.00016444921
3546,2023-07-30,0.0001488328
490,2023-07-30,0.00057166815
2104,2023-07-30,0.00030738115
3895,2023-07-30,0.6761402
2035,2023-07-30,0.011187553
2060,2023-07-30,0.0032815337
5117,2023-07-30,0.00020903349
217,2023-07-30,0.04302132
2689,2023-07-30,0.4568926
4143,2023-07-30,0.9903516
2842,2023-07-30,0.0006020665
3943,2023-07-30,0.43773836
7148,2023-07-30,0.003442943
2488,2023-07-30,0.0025390387
7272,2023-07-30,0.95555204
6332,2023-07-30,0.16462344
1838,2023-07-30,0.74524796
3792,2023-07-30,0.9864617
424,2023-07-30,0.0016257167
4192,2023-07-30,3.582239e-05
3196,2023-07-30,0.00010073185
5384,2023-07-30,5.4717064e-05
6673,2023-07-30,0.02122438
1519,2023-07-30,0.39250863
3404,2023-07-30,0.000197649
5799,2023-07-30,0.0030687451
120,2023-07-30,0.0019424558
1126,2023-07-30,0.0026355982
5509,2023-07-30,0.0013260245
3257,2023-07-30,0.0005694032
4306,2023-07-30,0.0004274845
5574,2023-07-30,0.0020362139
3589,2023-07-30,0.0052962303
1333,2023-07-30,0.0034968853
977,2023-07-30,0.001264751
4574,2023-07-30,0.00017654896
6102,2023-07-30,0.00066286325
3831,2023-07-30,0.0028592944
1676,2023-07-30,0.0025457144
6367,2023-07-30,0.0035204291
7293,2023-07-30,0.754804
4176,2023-07-30,0.00015383959
2093,2023-07-30,0.33550048
6098,2023-07-30,0.00020682812
4688,2023-07-30,0.00013107061
5674,2023-07-30,0.015047908
346,2023-07-30,0.00073862076
4024,2023-07-30,0.011119604
90,2023-07-30,0.42413807
5021,2023-07-30,0.09224832
4070,2023-07-30,0.0001269579
5790,2023-07-30,0.00059199333
6255,2023-07-30,0.14228296
2745,2023-07-30,0.6967644
1909,2023-07-30,0.0006313324
1074,2023-07-30,0.0009904504
2711,2023-07-30,0.0006380677
5404,2023-07-30,0.35208333
6409,2023-07-30,0.1930036
2061,2023-07-30,0.22667122
4619,2023-07-30,0.0016819835
6251,2023-07-30,0.00027745962
5349,2023-07-30,0.08548367
6521,2023-07-30,0.4128216
4437,2023-07-30,0.026077747
494,2023-07-30,0.0007328987
154,2023-07-30,0.008040249
6877,2023-07-30,0.68289834
5828,2023-07-30,0.571779
7266,2023-07-30,0.009545386
6300,2023-07-30,0.0014109612
2196,2023-07-30,0.07431269
358,2023-07-30,0.0032970905
5848,2023-07-30,0.00080543756
3947,2023-07-30,0.23790026
621,2023-07-30,0.36292815
7168,2023-07-30,0.018233418
6676,2023-07-30,0.017953634
3880,2023-07-30,0.0032197237
721,2023-07-30,0.54627067
6688,2023-07-30,0.47770137
3990,2023-07-30,0.08233988
29,2023-07-30,0.007249236
1147,2023-07-30,0.00042897463
5786,2023-07-30,0.00031232834
2222,2023-07-30,0.0003311634
6088,2023-07-30,0.00014013052
6210,2023-07-30,0.0005324483
6844,2023-07-30,0.0016349554
834,2023-07-30,0.0008355975
444,2023-07-30,0.00054067373
1621,2023-07-30,0.00037276745
3598,2023-07-30,0.00034737587
1824,2023-07-30,0.004476309
3054,2023-07-30,0.00015169382
6406,2023-07-30,0.0040564537
3579,2023-07-30,0.06878805
4522,2023-07-30,0.0016024113
2880,2023-07-30,0.011310577
5109,2023-07-30,0.014839947
3896,2023-07-30,0.0031146407
1835,2023-07-30,0.000105559826
3400,2023-07-30,0.00023549795
4659,2023-07-30,3.927946e-05
197,2023-07-30,0.0011824965
4953,2023-07-30,0.004390657
72,2023-07-30,0.062523246
194,2023-07-30,0.084876835
1654,2023-07-30,0.051249206
4540,2023-07-30,0.0023744106
4012,2023-07-30,0.08923882
7085,2023-07-30,0.09864324
5089,2023-07-30,0.00041162968
4166,2023-07-30,0.47544312
3889,2023-07-30,0.9857737
4755,2023-07-30,0.6191881
2743,2023-07-30,0.01098907
6681,2023-07-30,0.002643764
6146,2023-07-30,0.13044453
4514,2023-07-30,0.0028460622
4609,2023-07-30,0.21797264
2166,2023-07-30,0.02924025
1109,2023-07-30,0.011928797
279,2023-07-30,0.589635
6436,2023-07-30,0.15859818
2951,2023-07-30,0.040181935
5971,2023-07-30,0.008225143
301,2023-07-30,0.06341976
3435,2023-07-30,0.026216209
6738,2023-07-30,0.8909397
2776,2023-07-30,0.001352191
3405,2023-07-30,0.12741578
7174,2023-07-30,0.4711656
3262,2023-07-30,0.8853724
3089,2023-07-30,0.64385605
7329,2023-07-30,0.0044832826
3575,2023-07-30,0.016141474
2385,2023-07-30,0.003581822
2236,2023-07-30,0.080030024
7235,2023-07-30,0.6905364
161,2023-07-30,0.9163151
2318,2023-07-30,0.9142564
3040,2023-07-30,0.01758027
5016,2023-07-30,0.004303813
6982,2023-07-30,0.11389965
6656,2023-07-30,0.03503269
280,2023-07-30,0.12044871
1163,2023-07-30,0.8921394
1166,2023-07-30,0.08565247
649,2023-07-30,0.17957193
4886,2023-07-30,0.0010035038
3748,2023-07-30,0.0018785596
5039,2023-07-30,0.4402234
6934,2023-07-30,0.00061392784
190,2023-07-30,0.0004235506
496,2023-07-30,0.92495203
513,2023-07-30,0.9557508
4967,2023-07-30,0.018697321
668,2023-07-30,7.224083e-05
6612,2023-07-30,0.12150037
6212,2023-07-30,0.0008164644
5773,2023-07-30,0.0003040433
1565,2023-07-30,0.00017428398
383,2023-07-30,0.0010721684
4935,2023-07-30,0.009490788
3680,2023-07-30,0.029433668
6308,2023-07-30,0.42193985
846,2023-07-30,0.019315183
2902,2023-07-30,0.009992242
3726,2023-07-30,0.002586186
2655,2023-07-30,0.98731893
2706,2023-07-30,6.484985e-05
574,2023-07-30,1.7464161e-05
4757,2023-07-30,0.24026304
7221,2023-07-30,0.1685732
4871,2023-07-30,0.29527092
5737,2023-07-30,0.50182843
1516,2023-07-30,0.00067555904
6023,2023-07-30,0.0039340258
5531,2023-07-30,0.00068098307
1743,2023-07-30,0.004103601
236,2023-07-30,0.030042827
6702,2023-07-30,0.00026458502
1221,2023-07-30,0.045787096
746,2023-07-30,0.0027640462
1100,2023-07-30,0.006002903
3790,2023-07-30,1.8537045e-05
449,2023-07-30,0.0076090693
6476,2023-07-30,0.00031101704
7131,2023-07-30,0.00021243095
5339,2023-07-30,0.00011521578
6566,2023-07-30,0.00035107136
6617,2023-07-30,0.010152876
2952,2023-07-30,4.8279762e-05
4616,2023-07-30,0.0012765527
878,2023-07-30,0.00014770031
4644,2023-07-30,0.0005059242
5355,2023-07-30,2.3961067e-05
5155,2023-07-30,1.8060207e-05
6190,2023-07-30,6.1273575e-05
5667,2023-07-30,0.00026005507
3714,2023-07-30,0.018287659
5139,2023-07-30,0.0004339218
2128,2023-07-30,0.0144072175
5517,2023-07-30,0.0066114664
6150,2023-07-30,0.033579946
2763,2023-07-30,2.9861927e-05
3962,2023-07-30,4.5597553e-05
5577,2023-07-30,0.00028902292
6379,2023-07-30,0.48210132
2197,2023-07-30,0.043515086
5527,2023-07-30,0.0029618144
6771,2023-07-30,0.33217973
4277,2023-07-30,0.0016280413
5228,2023-07-30,0.0004864335
6561,2023-07-30,0.00015169382
4284,2023-07-30,9.953976e-06
7005,2023-07-30,0.0054585934
6583,2023-07-30,0.0064439178
2434,2023-07-30,0.01706767
1551,2023-07-30,0.000377357
1359,2023-07-30,0.00038677454
2817,2023-07-30,0.0007917285
5018,2023-07-30,0.0006106496
4517,2023-07-30,0.00014382601
405,2023-07-30,0.0008530617
5326,2023-07-30,6.467104e-05
6344,2023-07-30,0.0010478497
3617,2023-07-30,0.9445516
252,2023-07-30,0.009097397
3181,2023-07-30,0.8461069
6533,2023-07-30,0.033709586
1552,2023-07-30,0.00097054243
1381,2023-07-30,0.0004016757
1680,2023-07-30,0.0020816922
5306,2023-07-30,0.13844985
4305,2023-07-30,0.00034797192
4888,2023-07-30,0.0002785921
271,2023-07-30,0.029654682
2219,2023-07-30,0.17062682
6627,2023-07-30,6.878376e-05
3891,2023-07-30,0.00082427263
207,2023-07-30,0.00021529198
345,2023-07-30,0.015687883
4585,2023-07-30,4.1365623e-05
2257,2023-07-30,5.3822994e-05
6136,2023-07-30,0.0123304725
1396,2023-07-30,3.3199787e-05
2022,2023-07-30,0.00018399954
223,2023-07-30,0.0010797381
6579,2023-07-30,0.0037944317
1427,2023-07-30,0.06570065
2398,2023-07-30,0.01760304
1354,2023-07-30,0.0019840598
7121,2023-07-30,0.00022804737
3373,2023-07-30,4.8041344e-05
6513,2023-07-30,0.00025767088
6132,2023-07-30,0.018832028
4269,2023-07-30,0.042598665
4549,2023-07-30,0.29251134
3908,2023-07-30,0.11954975
2917,2023-07-30,0.03327018
1898,2023-07-30,0.0045436025
5467,2023-07-30,0.0013922453
6208,2023-07-30,0.00028258562
5451,2023-07-30,0.00035715103
2418,2023-07-30,0.82859564
5058,2023-07-30,0.0026330948
6517,2023-07-30,0.74238557
5796,2023-07-30,9.763241e-05
2832,2023-07-30,0.004812002
781,2023-07-30,0.015548229
5548,2023-07-30,0.1550324
1401,2023-07-30,0.560918
25,2023-07-30,0.23762083
5452,2023-07-30,0.049731016
6229,2023-07-30,0.16104406
3470,2023-07-30,0.85577965
48,2023-07-30,0.0018593073
898,2023-07-30,0.51116914
1989,2023-07-30,0.5592129
412,2023-07-30,0.016827643
4559,2023-07-30,0.1665312
2360,2023-07-30,0.0009822845
1709,2023-07-30,0.00032317638
3379,2023-07-30,0.9016462
6551,2023-07-30,0.00031626225
365,2023-07-30,0.030658543
4593,2023-07-30,0.3905517
4941,2023-07-30,0.70073485
6284,2023-07-30,0.4748655
1515,2023-07-30,0.107246816
3052,2023-07-30,0.00038152933
6197,2023-07-30,0.015270293
3337,2023-07-30,0.0024108887
5498,2023-07-30,0.0007238984
1186,2023-07-30,0.00026983023
2159,2023-07-30,0.021876395
390,2023-07-30,0.045746386
922,2023-07-30,0.009361446
6932,2023-07-30,0.22477359
7232,2023-07-30,0.09812009
4490,2023-07-30,0.0005527139
4890,2023-07-30,3.0636787e-05
6195,2023-07-30,3.8981438e-05
5876,2023-07-30,0.0005591512
1903,2023-07-30,0.0056280494
4414,2023-07-30,0.00021392107
6637,2023-07-30,0.7785044
5424,2023-07-30,0.0012176633
6106,2023-07-30,2.592802e-05
3031,2023-07-30,4.1484833e-05
1135,2023-07-30,0.00013649464
246,2023-07-30,0.00031471252
5518,2023-07-30,2.8014183e-05
4682,2023-07-30,0.36046386
1275,2023-07-30,0.09764111
5666,2023-07-30,0.0019072294
5563,2023-07-30,0.0045385957
298,2023-07-30,2.0802021e-05
7094,2023-07-30,0.00023907423
7318,2023-07-30,0.011358798
451,2023-07-30,0.0309878
2565,2023-07-30,0.00013202429
6828,2023-07-30,0.0085427165
4794,2023-07-30,0.000736475
1959,2023-07-30,0.6226124
4051,2023-07-30,0.0005393028
2039,2023-07-30,0.0029047132
4820,2023-07-30,0.00042307377
6010,2023-07-30,0.025337338
6471,2023-07-30,0.61545706
871,2023-07-30,0.3023708
1967,2023-07-30,0.0013571978
859,2023-07-30,0.10710704
6055,2023-07-30,0.0453887
4214,2023-07-30,0.002927184
3837,2023-07-30,0.00010621548
422,2023-07-30,0.0007454157
5967,2023-07-30,0.00048190355
6846,2023-07-30,0.00044447184
4094,2023-07-30,0.0029802918
7269,2023-07-30,0.15962797
1798,2023-07-30,0.9979972
5036,2023-07-30,0.28341073
1639,2023-07-30,0.053944826
6906,2023-07-30,0.0026211143
6505,2023-07-30,0.0021692514
394,2023-07-30,0.00012713671
7001,2023-07-30,0.05750215
6252,2023-07-30,0.476537
7075,2023-07-30,0.5024019
1881,2023-07-30,0.0059239864
1461,2023-07-30,0.00041753054
2165,2023-07-30,0.0002937317
1622,2023-07-30,0.00016087294
5480,2023-07-30,0.8631125
4591,2023-07-30,0.27573836
3447,2023-07-30,0.00019454956
1379,2023-07-30,0.00025480986
6753,2023-07-30,0.94800293
4892,2023-07-30,0.0015794635
6439,2023-07-30,0.20827752
6260,2023-07-30,0.0028637052
3744,2023-07-30,0.0017225742
7201,2023-07-30,0.0006250739
421,2023-07-30,0.03134334
6524,2023-07-30,0.021358848
7315,2023-07-30,0.5618531
2740,2023-07-30,0.02767539
1558,2023-07-30,0.0016509295
5659,2023-07-30,0.0032308102
6724,2023-07-30,0.0021691322
2023,2023-07-30,0.00016480684
5552,2023-07-30,0.057754993
6181,2023-07-30,0.0057053566
5085,2023-07-30,0.000615716
2844,2023-07-30,0.0002091527
5785,2023-07-30,0.28434587
6464,2023-07-30,0.31261408
1326,2023-07-30,0.0060857534
2972,2023-07-30,0.005448878
2208,2023-07-30,0.7133071
3777,2023-07-30,0.030040443
40,2023-07-30,0.00031620264
3102,2023-07-30,9.536743e-06
1265,2023-07-30,3.7670135e-05
6966,2023-07-30,0.0040308237
1056,2023-07-30,0.0132011175
5598,2023-07-30,0.0030841231
2246,2023-07-30,0.020004928
5866,2023-07-30,3.46303e-05
4359,2023-07-30,1.7642975e-05
3705,2023-07-30,0.16238558
3175,2023-07-30,0.8785502
4394,2023-07-30,6.133318e-05
2848,2023-07-30,0.9664441
4156,2023-07-30,0.0031636953
3913,2023-07-30,0.77203244
2555,2023-07-30,0.0016832948
1941,2023-07-30,0.99391335
4808,2023-07-30,0.0004284978
6467,2023-07-30,0.006645322
3729,2023-07-30,8.428097e-05
5059,2023-07-30,0.0023754835
1418,2023-07-30,0.01340723
4595,2023-07-30,0.00018393993
1955,2023-07-30,0.006833911
5056,2023-07-30,5.1796436e-05
7224,2023-07-30,0.0077232122
4411,2023-07-30,0.00048595667
4037,2023-07-30,0.06115681
214,2023-07-30,0.0009469986
238,2023-07-30,0.0024357438
3911,2023-07-30,0.9903646
126,2023-07-30,0.0019238591
1199,2023-07-30,0.0011231899
2097,2023-07-30,0.004359126
1329,2023-07-30,0.0042004585
3395,2023-07-30,0.001634717
2015,2023-07-30,0.0057560205
3213,2023-07-30,0.009765506
2686,2023-07-30,0.0038404465
1777,2023-07-30,0.0045604706
3804,2023-07-30,0.0017982125
2964,2023-07-30,0.0034126043
5103,2023-07-30,0.00120157
670,2023-07-30,0.0055553913
1526,2023-07-30,0.0033857822
6399,2023-07-30,0.0065767765
3427,2023-07-30,0.00026494265
2569,2023-07-30,0.00019794703
4433,2023-07-30,0.00019860268
2206,2023-07-30,0.00058090687
2726,2023-07-30,0.00019311905
1877,2023-07-30,0.00011718273
840,2023-07-30,0.0011177659
1540,2023-07-30,0.000109910965
2578,2023-07-30,0.0005033016
6382,2023-07-30,5.3584576e-05
1142,2023-07-30,0.0060046315
4484,2023-07-30,0.0006194711
1888,2023-07-30,0.00012946129
3571,2023-07-30,0.0023331046
3035,2023-07-30,0.0007522702
4872,2023-07-30,0.0020173192
5371,2023-07-30,0.001067698
1968,2023-07-30,0.0069456697
5008,2023-07-30,0.013060868
290,2023-07-30,0.06460422
6387,2023-07-30,0.73422855
303,2023-07-30,0.0029179454
2432,2023-07-30,0.0006852746
7,2023-07-30,0.009346008
3106,2023-07-30,0.00021409988
5956,2023-07-30,0.005587876
5592,2023-07-30,0.0016391873
335,2023-07-30,0.60604805
813,2023-07-30,0.0003889799
4973,2023-07-30,0.8946622
6511,2023-07-30,0.0008314252
2232,2023-07-30,0.009842932
5716,2023-07-30,0.0059776306
3486,2023-07-30,0.97750026
5665,2023-07-30,0.9845011
1013,2023-07-30,0.01697427
1555,2023-07-30,0.0013251901
3338,2023-07-30,0.017650247
1081,2023-07-30,0.0034127235
2123,2023-07-30,0.03652489
3163,2023-07-30,0.00061386824
4358,2023-07-30,0.00012248755
2086,2023-07-30,0.060359955
1458,2023-07-30,0.0024625063
6420,2023-07-30,0.0021338463
5641,2023-07-30,0.00044870377
1987,2023-07-30,0.0046626925
7157,2023-07-30,0.36901742
5074,2023-07-30,0.08470976
6991,2023-07-30,0.0021985173
1792,2023-07-30,0.00014287233
656,2023-07-30,0.0013332367
1230,2023-07-30,0.07337141
1430,2023-07-30,0.5665803
7146,2023-07-30,0.0013639331
1736,2023-07-30,0.00048530102
6174,2023-07-30,0.001316011
6766,2023-07-30,0.000451684
4396,2023-07-30,0.00085896254
1755,2023-07-30,2.9861927e-05
5916,2023-07-30,8.046627e-05
3365,2023-07-30,0.011636138
603,2023-07-30,0.02919954
3567,2023-07-30,0.29045057
5183,2023-07-30,0.0005308986
6833,2023-07-30,0.0059705973
4835,2023-07-30,8.255243e-05
6874,2023-07-30,0.042448938
4916,2023-07-30,0.00062668324
6984,2023-07-30,0.00050890446
5100,2023-07-30,0.0003387332
2594,2023-07-30,0.029853463
5133,2023-07-30,0.0038349032
2909,2023-07-30,0.008971989
1551,2023-08-06,0.00028800964
2817,2023-08-06,0.0006325245
1359,2023-08-06,0.0003029108
2908,2023-08-06,0.024304152
2093,2023-08-06,0.26056945
3831,2023-08-06,0.0037479997
6643,2023-08-06,0.03249222
6503,2023-08-06,0.1761179
5133,2023-08-06,0.0049921274
6420,2023-08-06,0.0014595985
7235,2023-08-06,0.6752598
3365,2023-08-06,0.01096946
6045,2023-08-06,0.00024914742
1354,2023-08-06,0.0014234185
2398,2023-08-06,0.013771951
5786,2023-08-06,0.00022125244
2222,2023-08-06,0.00019037724
1907,2023-08-06,0.024235964
3908,2023-08-06,0.27847183
499,2023-08-06,0.0017645955
5641,2023-08-06,0.00033128262
365,2023-08-06,0.0145561695
2569,2023-08-06,0.00017750263
6932,2023-08-06,0.19887578
4967,2023-08-06,0.01570946
6982,2023-08-06,0.04620409
335,2023-08-06,0.5002943
4794,2023-08-06,0.0006980896
5100,2023-08-06,0.0003516674
5016,2023-08-06,0.0034227371
1824,2023-08-06,0.0024117231
6136,2023-08-06,0.0059579015
378,2023-08-06,0.10265958
6873,2023-08-06,0.000613749
2964,2023-08-06,0.0026037693
3804,2023-08-06,0.0014725327
2338,2023-08-06,0.0022965074
2917,2023-08-06,0.0100393295
6320,2023-08-06,0.0010563731
846,2023-08-06,0.013762176
2060,2023-08-06,0.004194975
5467,2023-08-06,0.000680089
4166,2023-08-06,0.46729052
3889,2023-08-06,0.9848535
3089,2023-08-06,0.6830144
1430,2023-08-06,0.5449114
3896,2023-08-06,0.0030609965
2354,2023-08-06,0.0026894212
5117,2023-08-06,0.00012296438
4815,2023-08-06,0.00025469065
1274,2023-08-06,0.0014204383
3262,2023-08-06,0.85587865
1841,2023-08-06,5.799532e-05
4394,2023-08-06,4.130602e-05
1966,2023-08-06,0.0021997094
4595,2023-08-06,0.00012761354
1418,2023-08-06,0.01365149
659,2023-08-06,0.028965235
5178,2023-08-06,0.01699084
4973,2023-08-06,0.91782457
7274,2023-08-06,0.0035557747
6367,2023-08-06,0.0016582608
6707,2023-08-06,0.007073939
1348,2023-08-06,0.00074881315
4275,2023-08-06,0.00012993813
7315,2023-08-06,0.714949
190,2023-08-06,0.00024592876
1881,2023-08-06,0.019759238
3748,2023-08-06,0.00182271
175,2023-08-06,0.00042837858
5563,2023-08-06,0.004933119
3052,2023-08-06,0.000315845
3563,2023-08-06,0.001146853
4688,2023-08-06,6.514788e-05
494,2023-08-06,0.00084131956
3598,2023-08-06,0.00039118528
4556,2023-08-06,0.21508986
977,2023-08-06,0.0011140704
1333,2023-08-06,0.0030085444
6102,2023-08-06,0.0007059574
5538,2023-08-06,0.01617968
490,2023-08-06,0.00047665834
6771,2023-08-06,0.30499423
4433,2023-08-06,0.00012040138
2743,2023-08-06,0.009108782
4514,2023-08-06,0.0034911036
6681,2023-08-06,0.0065267086
4051,2023-08-06,0.0007160306
813,2023-08-06,0.00021088123
4073,2023-08-06,0.00057184696
2655,2023-08-06,0.9836457
6035,2023-08-06,0.0050092936
4490,2023-08-06,0.00045621395
6436,2023-08-06,0.1446656
279,2023-08-06,0.5074332
6828,2023-08-06,0.00979805
7318,2023-08-06,0.030012727
5424,2023-08-06,0.0020281672
6284,2023-08-06,0.41015935
4941,2023-08-06,0.6893959
4593,2023-08-06,0.4041444
3785,2023-08-06,0.18244934
4992,2023-08-06,0.022133112
2902,2023-08-06,0.007558644
4277,2023-08-06,0.0015881658
5737,2023-08-06,0.42943138
1166,2023-08-06,0.041029096
230,2023-08-06,0.0002863407
3633,2023-08-06,0.002580285
1909,2023-08-06,0.00032019615
5306,2023-08-06,0.19126767
4411,2023-08-06,0.00028938055
3692,2023-08-06,0.0017763376
6802,2023-08-06,0.0016174912
6676,2023-08-06,0.01774919
5086,2023-08-06,0.047304034
3546,2023-08-06,0.00023025274
1959,2023-08-06,0.41951835
3672,2023-08-06,0.00081294775
5667,2023-08-06,0.00020414591
5155,2023-08-06,2.014637e-05
6190,2023-08-06,7.033348e-05
5355,2023-08-06,2.7239323e-05
2952,2023-08-06,5.0902367e-05
878,2023-08-06,0.00014185905
7168,2023-08-06,0.039252162
621,2023-08-06,0.35007143
3947,2023-08-06,0.24474591
3880,2023-08-06,0.002595663
721,2023-08-06,0.6364631
1939,2023-08-06,0.008528411
5956,2023-08-06,0.0061971545
2371,2023-08-06,0.56354356
6002,2023-08-06,0.009906769
6114,2023-08-06,0.00053060055
4176,2023-08-06,0.0001538992
3405,2023-08-06,0.08599764
3900,2023-08-06,0.002437532
4196,2023-08-06,0.011425316
7272,2023-08-06,0.8922766
2418,2023-08-06,0.7490457
5056,2023-08-06,5.978346e-05
1703,2023-08-06,0.0005437732
303,2023-08-06,0.0031331182
5796,2023-08-06,0.0001425147
5274,2023-08-06,0.003499329
4379,2023-08-06,0.00093984604
1074,2023-08-06,0.00053167343
358,2023-08-06,0.0018293262
4358,2023-08-06,3.963709e-05
3163,2023-08-06,0.00037401915
6406,2023-08-06,0.0032836199
5175,2023-08-06,0.04350704
3680,2023-08-06,0.0357942
6476,2023-08-06,0.00026470423
449,2023-08-06,0.0065156817
5848,2023-08-06,0.0008327961
7293,2023-08-06,0.6195805
